station,U type,an_point,lv
สถานีรถไฟพัทลุง,NH,27.5,2.0
สถานีรถไฟพัทลุง,NW,83.31,2.0
สถานีรถไฟพัทลุง,SF,93.6,2.0
สถานีรถไฟพัทลุง,SK,0.0,2.0
สถานีรถไฟพัทลุง,SV,58.0,2.0
สถานีรถไฟพัทลุง,TA,60.42,2.0
สถานีรถไฟพัทลุง,VA,75.91,2.0
สถานีรถไฟพัทลุง,VC,0.0,2.0
สถานีรถไฟยะลา,AA,60.83,2.0
สถานีรถไฟยะลา,MA,62.74,2.0
สถานีรถไฟยะลา,NH,26.0,2.0
สถานีรถไฟยะลา,NW,65.21,2.0
สถานีรถไฟยะลา,SF,78.06,2.0
สถานีรถไฟยะลา,SK,0.0,2.0
สถานีรถไฟยะลา,SV,44.0,2.0
สถานีรถไฟยะลา,TA,34.84,2.0
สถานีรถไฟยะลา,VA,63.14,2.0
สถานีรถไฟยะลา,VC,0.0,2.0
สถานีรถไฟสุราษฎร์ธานี,AA,67.33,2.0
สถานีรถไฟสุราษฎร์ธานี,MA,75.2,2.0
สถานีรถไฟสุราษฎร์ธานี,NH,30.0,2.0
สถานีรถไฟสุราษฎร์ธานี,NW,75.67,2.0
สถานีรถไฟสุราษฎร์ธานี,SF,93.68,2.0
สถานีรถไฟสุราษฎร์ธานี,SK,0.0,2.0
สถานีรถไฟสุราษฎร์ธานี,SV,100.0,2.0
สถานีรถไฟสุราษฎร์ธานี,TA,49.68,2.0
สถานีรถไฟสุราษฎร์ธานี,VA,52.17,2.0
สถานีรถไฟสุราษฎร์ธานี,VC,0.0,2.0
สถานีรถไฟสุไหงโก-ลก,AA,76.67,2.0
สถานีรถไฟสุไหงโก-ลก,MA,77.54,2.0
สถานีรถไฟสุไหงโก-ลก,NH,66.0,2.0
สถานีรถไฟสุไหงโก-ลก,NW,78.44,2.0
สถานีรถไฟสุไหงโก-ลก,SF,65.71,2.0
สถานีรถไฟสุไหงโก-ลก,SK,0.0,2.0
สถานีรถไฟสุไหงโก-ลก,SV,57.5,2.0
สถานีรถไฟสุไหงโก-ลก,TA,41.32,2.0
สถานีรถไฟสุไหงโก-ลก,VA,57.3,2.0
สถานีรถไฟสุไหงโก-ลก,VC,0.0,2.0
ท่าอากาศยานกระบี่,AA,71.74,3.0
ท่าอากาศยานกระบี่,MA,73.2,3.0
ท่าอากาศยานกระบี่,NH,100.0,3.0
ท่าอากาศยานกระบี่,NW,85.2,3.0
ท่าอากาศยานกระบี่,SF,95.29,3.0
ท่าอากาศยานกระบี่,SK,0.0,3.0
ท่าอากาศยานกระบี่,SV,100.0,3.0
ท่าอากาศยานกระบี่,TA,59.74,3.0
ท่าอากาศยานกระบี่,VA,54.07,3.0
ท่าอากาศยานกระบี่,VC,0.0,3.0
ท่าอากาศยานชุมพร,AA,60.43,3.0
ท่าอากาศยานชุมพร,MA,79.66,3.0
ท่าอากาศยานชุมพร,NH,76.67,3.0
ท่าอากาศยานชุมพร,NW,82.36,3.0
ท่าอากาศยานชุมพร,SF,80.43,3.0
ท่าอากาศยานชุมพร,SK,0.0,3.0
ท่าอากาศยานชุมพร,SV,100.0,3.0
ท่าอากาศยานชุมพร,TA,46.18,3.0
ท่าอากาศยานชุมพร,VA,61.76,3.0
ท่าอากาศยานชุมพร,VC,0.0,3.0
ท่าอากาศยานตรัง,AA,64.38,3.0
ท่าอากาศยานตรัง,MA,76.67,3.0
ท่าอากาศยานตรัง,NH,100.0,3.0
ท่าอากาศยานตรัง,NW,86.54,3.0
ท่าอากาศยานตรัง,SF,96.47,3.0
ท่าอากาศยานตรัง,SK,0.0,3.0
ท่าอากาศยานตรัง,SV,0.0,3.0
ท่าอากาศยานตรัง,TA,52.22,3.0
ท่าอากาศยานตรัง,VA,64.38,3.0
ท่าอากาศยานตรัง,VC,0.0,3.0
ท่าอากาศยานนครศรีธรรมราช,AA,72.61,3.0
ท่าอากาศยานนครศรีธรรมราช,MA,76.53,3.0
ท่าอากาศยานนครศรีธรรมราช,NH,100.0,3.0
ท่าอากาศยานนครศรีธรรมราช,NW,80.48,3.0
ท่าอากาศยานนครศรีธรรมราช,SF,93.9,3.0
ท่าอากาศยานนครศรีธรรมราช,SK,0.0,3.0
ท่าอากาศยานนครศรีธรรมราช,SV,72.0,3.0
ท่าอากาศยานนครศรีธรรมราช,TA,65.4,3.0
ท่าอากาศยานนครศรีธรรมราช,VA,56.79,3.0
ท่าอากาศยานนครศรีธรรมราช,VC,0.0,3.0
ท่าอากาศยานนราธิวาส,AA,42.78,3.0
ท่าอากาศยานนราธิวาส,MA,64.68,3.0
ท่าอากาศยานนราธิวาส,NH,37.5,3.0
ท่าอากาศยานนราธิวาส,NW,82.94,3.0
ท่าอากาศยานนราธิวาส,SF,86.67,3.0
ท่าอากาศยานนราธิวาส,SK,0.0,3.0
ท่าอากาศยานนราธิวาส,SV,30.0,3.0
ท่าอากาศยานนราธิวาส,TA,52.22,3.0
ท่าอากาศยานนราธิวาส,VA,59.63,3.0
ท่าอากาศยานนราธิวาส,VC,0.0,3.0
ท่าอากาศยานนานาชาติภูเก็ต,AA,77.24,3.0
ท่าอากาศยานนานาชาติภูเก็ต,MA,74.16,3.0
ท่าอากาศยานนานาชาติภูเก็ต,NH,66.67,3.0
ท่าอากาศยานนานาชาติภูเก็ต,NW,89.69,3.0
ท่าอากาศยานนานาชาติภูเก็ต,SF,95.79,3.0
ท่าอากาศยานนานาชาติภูเก็ต,SK,0.0,3.0
ท่าอากาศยานนานาชาติภูเก็ต,SV,86.0,3.0
ท่าอากาศยานนานาชาติภูเก็ต,TA,74.44,3.0
ท่าอากาศยานนานาชาติภูเก็ต,VA,66.59,3.0
ท่าอากาศยานนานาชาติภูเก็ต,VC,0.0,3.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,AA,51.91,3.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,MA,80.03,3.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,NH,22.11,3.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,NW,84.54,3.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,SF,78.85,3.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,SK,0.0,3.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,SV,100.0,3.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,TA,58.67,3.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,VA,65.24,3.0
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,VC,0.0,3.0
ท่าอากาศยานหาดใหญ่,AA,68.57,3.0
ท่าอากาศยานหาดใหญ่,MA,87.71,3.0
ท่าอากาศยานหาดใหญ่,NH,77.69,3.0
ท่าอากาศยานหาดใหญ่,NW,88.43,3.0
ท่าอากาศยานหาดใหญ่,SF,88.83,3.0
ท่าอากาศยานหาดใหญ่,SK,0.0,3.0
ท่าอากาศยานหาดใหญ่,SV,100.0,3.0
ท่าอากาศยานหาดใหญ่,TA,62.47,3.0
ท่าอากาศยานหาดใหญ่,VA,71.14,3.0
ท่าอากาศยานหาดใหญ่,VC,0.0,3.0
ท่าอากาศยานเบตง,AA,62.67,3.0
ท่าอากาศยานเบตง,MA,73.17,3.0
ท่าอากาศยานเบตง,NH,82.5,3.0
ท่าอากาศยานเบตง,NW,91.93,3.0
ท่าอากาศยานเบตง,SF,83.27,3.0
ท่าอากาศยานเบตง,SK,0.0,3.0
ท่าอากาศยานเบตง,SV,30.0,3.0
ท่าอากาศยานเบตง,TA,72.45,3.0
ท่าอากาศยานเบตง,VA,63.12,3.0
ท่าอากาศยานเบตง,VC,0.0,3.0
ท่าเทียบเรือปากเมง,AA,60.91,3.0
ท่าเทียบเรือปากเมง,MA,63.81,3.0
ท่าเทียบเรือปากเมง,NH,25.0,3.0
ท่าเทียบเรือปากเมง,NW,72.28,3.0
ท่าเทียบเรือปากเมง,SF,77.5,3.0
ท่าเทียบเรือปากเมง,SK,0.0,3.0
ท่าเทียบเรือปากเมง,SV,0.0,3.0
ท่าเทียบเรือปากเมง,TA,48.33,3.0
ท่าเทียบเรือปากเมง,VA,43.0,3.0
ท่าเทียบเรือปากเมง,VC,0.0,3.0
ท่าเทียบเรือศุลกากร ระนอง,AA,60.83,3.0
ท่าเทียบเรือศุลกากร ระนอง,MA,73.27,3.0
ท่าเทียบเรือศุลกากร ระนอง,NH,0.0,3.0
ท่าเทียบเรือศุลกากร ระนอง,NW,65.79,3.0
ท่าเทียบเรือศุลกากร ระนอง,SF,76.83,3.0
ท่าเทียบเรือศุลกากร ระนอง,SK,0.0,3.0
ท่าเทียบเรือศุลกากร ระนอง,SV,58.0,3.0
ท่าเทียบเรือศุลกากร ระนอง,TA,51.35,3.0
ท่าเทียบเรือศุลกากร ระนอง,VA,44.0,3.0
ท่าเทียบเรือศุลกากร ระนอง,VC,0.0,3.0
ท่าเทียบเรือหลักเมือง,AA,72.0,3.0
ท่าเทียบเรือหลักเมือง,MA,62.67,3.0
ท่าเทียบเรือหลักเมือง,NH,0.0,3.0
ท่าเทียบเรือหลักเมือง,NW,58.75,3.0
ท่าเทียบเรือหลักเมือง,SF,86.67,3.0
ท่าเทียบเรือหลักเมือง,SK,0.0,3.0
ท่าเทียบเรือหลักเมือง,SV,0.0,3.0
ท่าเทียบเรือหลักเมือง,TA,45.71,3.0
ท่าเทียบเรือหลักเมือง,VA,30.0,3.0
ท่าเทียบเรือหลักเมือง,VC,0.0,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),AA,46.67,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),MA,74.38,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),NH,20.0,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),NW,65.0,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),SF,60.0,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),SK,0.0,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),SV,0.0,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),TA,65.0,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),VA,80.0,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),VC,0.0,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),AA,73.33,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),MA,30.0,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),NH,0.0,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),NW,33.18,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),SF,20.0,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),SK,0.0,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),SV,0.0,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),TA,70.0,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),VA,20.0,3.0
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),VC,0.0,3.0
ท่าเรือคงคา,AA,51.25,3.0
ท่าเรือคงคา,MA,61.18,3.0
ท่าเรือคงคา,NH,0.0,3.0
ท่าเรือคงคา,NW,60.77,3.0
ท่าเรือคงคา,SF,78.18,3.0
ท่าเรือคงคา,SK,0.0,3.0
ท่าเรือคงคา,SV,44.0,3.0
ท่าเรือคงคา,TA,46.92,3.0
ท่าเรือคงคา,VA,41.11,3.0
ท่าเรือคงคา,VC,0.0,3.0
ท่าเรือทุ่งมะขามน้อย,AA,68.33,3.0
ท่าเรือทุ่งมะขามน้อย,MA,63.42,3.0
ท่าเรือทุ่งมะขามน้อย,NH,20.0,3.0
ท่าเรือทุ่งมะขามน้อย,NW,68.41,3.0
ท่าเรือทุ่งมะขามน้อย,SF,73.33,3.0
ท่าเรือทุ่งมะขามน้อย,SK,0.0,3.0
ท่าเรือทุ่งมะขามน้อย,SV,44.0,3.0
ท่าเรือทุ่งมะขามน้อย,TA,56.09,3.0
ท่าเรือทุ่งมะขามน้อย,VA,50.0,3.0
ท่าเรือทุ่งมะขามน้อย,VC,0.0,3.0
ท่าเรือปากบารา,AA,35.71,3.0
ท่าเรือปากบารา,MA,73.17,3.0
ท่าเรือปากบารา,NH,0.0,3.0
ท่าเรือปากบารา,NW,71.75,3.0
ท่าเรือปากบารา,SF,90.91,3.0
ท่าเรือปากบารา,SK,0.0,3.0
ท่าเรือปากบารา,SV,0.0,3.0
ท่าเรือปากบารา,TA,38.48,3.0
ท่าเรือปากบารา,VA,62.83,3.0
ท่าเรือปากบารา,VC,0.0,3.0
ท่าเรือรัษฎา,AA,57.5,3.0
ท่าเรือรัษฎา,MA,73.22,3.0
ท่าเรือรัษฎา,NH,20.0,3.0
ท่าเรือรัษฎา,NW,67.41,3.0
ท่าเรือรัษฎา,SF,85.88,3.0
ท่าเรือรัษฎา,SK,0.0,3.0
ท่าเรือรัษฎา,SV,44.0,3.0
ท่าเรือรัษฎา,TA,42.5,3.0
ท่าเรือรัษฎา,VA,52.88,3.0
ท่าเรือรัษฎา,VC,0.0,3.0
ท่าเรือสวนเจ้าฟ้า,AA,58.33,3.0
ท่าเรือสวนเจ้าฟ้า,MA,65.83,3.0
ท่าเรือสวนเจ้าฟ้า,NH,0.0,3.0
ท่าเรือสวนเจ้าฟ้า,NW,69.88,3.0
ท่าเรือสวนเจ้าฟ้า,SF,81.54,3.0
ท่าเรือสวนเจ้าฟ้า,SK,0.0,3.0
ท่าเรือสวนเจ้าฟ้า,SV,44.0,3.0
ท่าเรือสวนเจ้าฟ้า,TA,48.0,3.0
ท่าเรือสวนเจ้าฟ้า,VA,36.67,3.0
ท่าเรือสวนเจ้าฟ้า,VC,0.0,3.0
ท่าเรือสุระกุล,AA,33.33,3.0
ท่าเรือสุระกุล,MA,80.0,3.0
ท่าเรือสุระกุล,NH,0.0,3.0
ท่าเรือสุระกุล,NW,63.25,3.0
ท่าเรือสุระกุล,SF,76.47,3.0
ท่าเรือสุระกุล,SK,0.0,3.0
ท่าเรือสุระกุล,SV,44.0,3.0
ท่าเรือสุระกุล,TA,47.78,3.0
ท่าเรือสุระกุล,VA,29.17,3.0
ท่าเรือสุระกุล,VC,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,AA,50.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,MA,72.04,3.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,NH,53.33,3.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,NW,79.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,SF,87.14,3.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,SK,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,SV,30.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,TA,48.8,3.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,VA,53.96,3.0
สถานีขนส่งผู้โดยสารจังหวัดกระบี่,VC,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,AA,41.43,3.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,MA,64.78,3.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,NH,25.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,NW,74.34,3.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,SF,77.14,3.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,SK,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,SV,44.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,TA,45.19,3.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,VA,80.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดตรัง,VC,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,AA,45.45,3.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,MA,69.66,3.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,NH,85.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,NW,59.11,3.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,SF,86.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,SK,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,SV,44.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,TA,44.33,3.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,VA,52.89,3.0
สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,VC,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,AA,50.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,MA,65.85,3.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,NH,45.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,NW,84.62,3.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,SF,86.67,3.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,SK,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,SV,44.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,TA,51.47,3.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,VA,58.85,3.0
สถานีขนส่งผู้โดยสารจังหวัดนราธิวาส,VC,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,AA,60.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,MA,66.32,3.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,NH,25.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,NW,80.48,3.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,SF,88.72,3.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,SK,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,SV,58.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,TA,50.73,3.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,VA,50.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดปัตตานี,VC,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,AA,47.5,3.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,MA,77.32,3.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,NH,20.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,NW,77.71,3.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,SF,83.08,3.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,SK,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,SV,30.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,TA,62.65,3.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,VA,57.67,3.0
สถานีขนส่งผู้โดยสารจังหวัดพังงา,VC,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,AA,46.67,3.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,MA,75.65,3.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,NH,23.33,3.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,NW,73.12,3.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,SF,86.67,3.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,SK,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,SV,44.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,TA,42.76,3.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,VA,71.15,3.0
สถานีขนส่งผู้โดยสารจังหวัดพัทลุง,VC,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,AA,46.25,3.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,MA,77.81,3.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,NH,100.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,NW,76.4,3.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,SF,89.23,3.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,SK,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,SV,100.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,TA,48.82,3.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,VA,55.81,3.0
สถานีขนส่งผู้โดยสารจังหวัดภูเก็ต แห่งที่ 2,VC,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,AA,45.45,3.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,MA,77.38,3.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,NH,100.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,NW,75.14,3.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,SF,76.67,3.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,SK,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,SV,44.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,TA,42.96,3.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,VA,41.94,3.0
สถานีขนส่งผู้โดยสารจังหวัดระนอง,VC,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,AA,44.55,3.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,MA,75.57,3.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,NH,65.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,NW,72.21,3.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,SF,67.69,3.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,SK,0.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,SV,72.0,3.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,TA,51.82,3.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,VA,57.32,3.0
สถานีขนส่งผู้โดยสารจังหวัดสุราษฎร์ธานี,VC,0.0,3.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),AA,41.67,3.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),MA,75.0,3.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),NH,60.0,3.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),NW,70.56,3.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),SF,78.95,3.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),SK,0.0,3.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),SV,44.0,3.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),TA,40.87,3.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),VA,60.53,3.0
สถานีขนส่งผู้โดยสารปฐมพร (บขส.ชุมพร),VC,0.0,3.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,AA,56.11,3.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,MA,61.46,3.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,NH,20.0,3.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,NW,75.12,3.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,SF,80.8,3.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,SK,0.0,3.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,SV,30.0,3.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,TA,40.0,3.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,VA,41.2,3.0
สถานีขนส่งผู้โดยสารเทศบาลนครยะลา,VC,0.0,3.0
สถานีขนส่งสตูล,AA,42.0,3.0
สถานีขนส่งสตูล,MA,72.37,3.0
สถานีขนส่งสตูล,NH,20.0,3.0
สถานีขนส่งสตูล,NW,76.72,3.0
สถานีขนส่งสตูล,SF,77.14,3.0
สถานีขนส่งสตูล,SK,0.0,3.0
สถานีขนส่งสตูล,SV,44.0,3.0
สถานีขนส่งสตูล,TA,57.73,3.0
สถานีขนส่งสตูล,VA,72.0,3.0
สถานีขนส่งสตูล,VC,0.0,3.0
สถานีขนส่งหาดใหญ่,AA,44.44,3.0
สถานีขนส่งหาดใหญ่,MA,78.18,3.0
สถานีขนส่งหาดใหญ่,NH,40.0,3.0
สถานีขนส่งหาดใหญ่,NW,57.24,3.0
สถานีขนส่งหาดใหญ่,SF,85.45,3.0
สถานีขนส่งหาดใหญ่,SK,0.0,3.0
สถานีขนส่งหาดใหญ่,SV,47.5,3.0
สถานีขนส่งหาดใหญ่,TA,38.46,3.0
สถานีขนส่งหาดใหญ่,VA,55.83,3.0
สถานีขนส่งหาดใหญ่,VC,0.0,3.0
สถานีรถไฟชุมทางทุ่งสง,AA,54.0,3.0
สถานีรถไฟชุมทางทุ่งสง,MA,72.98,3.0
สถานีรถไฟชุมทางทุ่งสง,NH,60.0,3.0
สถานีรถไฟชุมทางทุ่งสง,NW,74.5,3.0
สถานีรถไฟชุมทางทุ่งสง,SF,76.67,3.0
สถานีรถไฟชุมทางทุ่งสง,SK,0.0,3.0
สถานีรถไฟชุมทางทุ่งสง,SV,58.0,3.0
สถานีรถไฟชุมทางทุ่งสง,TA,52.65,3.0
สถานีรถไฟชุมทางทุ่งสง,VA,59.3,3.0
สถานีรถไฟชุมทางทุ่งสง,VC,0.0,3.0
สถานีรถไฟชุมทางหาดใหญ่,AA,72.5,3.0
สถานีรถไฟชุมทางหาดใหญ่,MA,79.05,3.0
สถานีรถไฟชุมทางหาดใหญ่,NH,65.0,3.0
สถานีรถไฟชุมทางหาดใหญ่,NW,76.75,3.0
สถานีรถไฟชุมทางหาดใหญ่,SF,79.12,3.0
สถานีรถไฟชุมทางหาดใหญ่,SK,0.0,3.0
สถานีรถไฟชุมทางหาดใหญ่,SV,44.0,3.0
สถานีรถไฟชุมทางหาดใหญ่,TA,50.31,3.0
สถานีรถไฟชุมทางหาดใหญ่,VA,53.44,3.0
สถานีรถไฟชุมทางหาดใหญ่,VC,0.0,3.0
สถานีรถไฟชุมพร,AA,56.67,3.0
สถานีรถไฟชุมพร,MA,69.8,3.0
สถานีรถไฟชุมพร,NH,41.43,3.0
สถานีรถไฟชุมพร,NW,55.1,3.0
สถานีรถไฟชุมพร,SF,78.6,3.0
สถานีรถไฟชุมพร,SK,0.0,3.0
สถานีรถไฟชุมพร,SV,44.0,3.0
สถานีรถไฟชุมพร,TA,47.06,3.0
สถานีรถไฟชุมพร,VA,49.13,3.0
สถานีรถไฟชุมพร,VC,0.0,3.0
สถานีรถไฟตรัง,AA,72.67,3.0
สถานีรถไฟตรัง,MA,81.96,3.0
สถานีรถไฟตรัง,NH,25.0,3.0
สถานีรถไฟตรัง,NW,75.08,3.0
