Station Name,Station Type,Province,Lat,Lon,Coordinate,PTAI,AI,II,IFI,OVERALL,OA,OI,Level,All item checked,Facilites checked,Area checked,P items,M items,D items,IS1 items,IS2 items,IS3 items,X1 items,X2 items,X4 items
สถานีรถไฟชุมพร,train,ชุมพร,10.502997,99.175949,"10.502997,99.175949",0.1,0.16,0.0,2.84,48.61,53.125,44.1,1,188,16,33,75,49,64,83,53,39,108,33,34
สถานีรถไฟตรัง,train,ตรัง,7.55448,99.6046,"7.55448,99.6046",0.2,0.45,0.0,3.13,52.17,58.9375,45.4,1,119,16,26,72,14,33,59,35,19,67,21,25
สถานีรถไฟปัตตานี (โคกโพธิ์),train,ปัตตานี,6.72947,101.094,"6.72947,101.094",0.1,0.17,0.0,2.93,50.21,53.411764705882355,47.0,1,111,17,29,65,16,30,48,35,20,62,12,29
สถานีรถไฟพัทลุง,train,พัทลุง,7.620982000000001,100.0856112,"7.620982000000001,100.0856112",0.6,1.01,0.16,3.21,61.65,70.2,53.1,1,113,15,26,78,13,22,55,39,14,60,25,23
สถานีรถไฟยะลา,train,ยะลา,6.560467699999999,101.29282020000001,"6.560467699999999,101.29282020000001",0.1,0.13,0.0,3.11,47.17,52.64705882352941,41.7,1,177,17,39,72,35,70,83,63,24,97,33,40
สถานีรถไฟสุราษฎร์ธานี,train,สุราษฎร์ธานี,9.104137,99.23048,"9.104137,99.23048",0.0,0.0,0.06,3.11,48.55,46.0,51.1,1,142,15,33,76,28,38,59,54,19,75,21,36
สถานีรถไฟสุไหงโก-ลก,train,นราธิวาส,6.02571,101.963,"6.02571,101.963",0.4,0.75,0.0,3.22,55.98,65.05882352941177,46.9,1,193,17,40,108,38,47,82,87,17,94,34,58
ท่าอากาศยานกระบี่,airport,กระบี่,8.099280199999999,98.98319479999999,"8.099280199999999,98.98319479999999",0.8,0.87,0.75,3.61,66.24,67.375,65.1,2,467,16,58,290,62,115,286,146,32,305,95,64
ท่าอากาศยานชุมพร,airport,ชุมพร,10.714486099999998,99.3587278,"10.714486099999998,99.3587278",1.0,1.41,0.52,3.61,66.35,72.2,60.5,2,473,15,59,294,62,117,263,179,28,310,80,80
ท่าอากาศยานตรัง,airport,ตรัง,7.512011,99.61547,"7.512011,99.61547",0.6,0.88,0.28,3.52,61.57,67.64285714285714,55.5,2,335,14,41,222,47,66,191,112,26,204,76,49
ท่าอากาศยานนครศรีธรรมราช,airport,นครศรีธรรมราช,8.540025,99.9399875,"8.540025,99.9399875",0.5,0.42,0.64,3.55,60.6,58.5,62.7,2,620,16,83,402,79,139,326,247,41,366,145,103
ท่าอากาศยานนราธิวาส,airport,นราธิวาส,6.5231381,101.74872459999999,"6.5231381,101.74872459999999",0.2,0.45,0.0,3.52,52.8,59.0,46.6,2,278,16,42,142,51,85,159,105,9,176,57,40
ท่าอากาศยานนานาชาติภูเก็ต,airport,ภูเก็ต,8.1110951,98.3064646,"8.1110951,98.3064646",0.9,1.07,0.68,3.59,66.32,69.14285714285714,63.5,2,585,14,81,374,85,126,374,169,36,362,152,65
ท่าอากาศยานนานาชาติสุราษฎร์ธานี,airport,สุราษฎร์ธานี,9.135717300000001,99.14131479999999,"9.135717300000001,99.14131479999999",0.7,1.09,0.24,3.6,62.69,70.6875,54.7,2,1079,16,103,660,177,242,654,332,81,649,268,150
ท่าอากาศยานหาดใหญ่,airport,สงขลา,6.936216099999999,100.3937206,"6.936216099999999,100.3937206",1.5,2.36,0.74,3.47,73.06,81.3125,64.8,2,820,16,80,588,105,127,506,226,81,544,184,85
ท่าอากาศยานเบตง,airport,ยะลา,5.7859551,101.1475264,"5.7859551,101.1475264",0.5,0.6,0.36,3.56,59.68,62.0625,57.3,2,538,16,68,348,80,110,328,180,25,380,96,57
ท่าเทียบเรือปากเมง,ferry,ตรัง,7.507745,99.31208000000001,"7.507745,99.31208000000001",0.1,0.22,0.0,3.26,47.51,54.416666666666664,40.6,2,133,12,20,69,20,44,64,42,20,71,32,23
ท่าเทียบเรือศุลกากร ระนอง,ferry,ระนอง,9.9814236,98.6001052,"9.9814236,98.6001052",0.0,0.0,0.0,3.42,43.0,42.0,44.0,2,295,17,42,142,43,110,149,101,37,178,65,44
ท่าเทียบเรือหลักเมือง,ferry,ปัตตานี,6.8690239,101.2529468,"6.8690239,101.2529468",0.0,0.04,0.0,3.29,44.9,50.7,39.1,2,61,10,12,30,10,21,25,12,20,35,12,10
ท่าเรือข้ามฟากสงขลา (ฝั่งสงขลา),ferry,สงขลา,7.2180985,100.57996240000001,"7.2180985,100.57996240000001",0.3,0.53,0.0,3.21,51.03,60.666666666666664,41.4,2,42,6,7,20,11,11,23,9,7,22,12,5
ท่าเรือข้ามฟากสงขลา (ฝั่งหัวเขาแดง),ferry,สงขลา,7.2209686,100.5748434,"7.2209686,100.5748434",0.0,0.0,0.0,3.26,24.6,24.6,24.6,2,25,5,6,6,4,15,9,6,7,9,9,4
ท่าเรือคงคา,ferry,กระบี่,8.061873,98.919443,"8.061873,98.919443",0.1,0.13,0.0,3.38,46.48,52.666666666666664,40.3,2,96,12,16,42,12,42,47,30,14,54,21,16
ท่าเรือทุ่งมะขามน้อย,ferry,ชุมพร,10.3583753,99.2662816,"10.3583753,99.2662816",0.4,0.78,0.0,3.6,56.39,65.57142857142857,47.2,2,205,14,30,105,23,77,116,69,16,113,54,34
ท่าเรือปากบารา,ferry,สตูล,6.8603952,99.7216042,"6.8603952,99.7216042",0.3,0.67,0.0,3.48,50.62,63.44444444444444,37.8,2,321,9,40,180,37,104,178,109,34,211,67,43
ท่าเรือรัษฎา,ferry,ภูเก็ต,7.8712791,98.4143437,"7.8712791,98.4143437",0.3,0.61,0.0,3.49,53.87,62.13333333333333,45.6,2,419,15,53,219,54,146,229,139,48,265,87,64
ท่าเรือสวนเจ้าฟ้า,ferry,กระบี่,8.0630289,98.91930119999999,"8.0630289,98.91930119999999",0.2,0.42,0.0,3.49,50.4,58.5,42.3,2,107,10,15,53,7,47,57,27,20,64,23,17
