fid,Name_gmap,s_id,agency,name_th,name_en,stn_mode,stn_level,province,phase1,stn_id,description,subdistrict,district,region,acc_score,x,y
146,เขาทุเรียน,28,รฟท,สถานีรถไฟเขาสวนทุเรียน,Khao Suan Thurian,train,3,ชุมพร,,4196,ธนบุรี - สุไหงโกลก,นาสัก,สวี,south,,10.1668,99.1058
152,Khlong Khanan,29,รฟท,สถานีรถไฟคลองขนาน,Khlong Khanan,train,3,ชุมพร,,4205,ธนบุรี - สุไหงโกลก,บ้านควน,หลังสวน,south,,9.8807576,99.0742567
134,Khlong Wang Chang,30,รฟท,สถานีรถไฟคลองวังช้าง,Khlong Wang Chang,train,3,ชุมพร,,4178,ธนบุรี - สุไหงโกลก,ชุมโค,ปะทิว,south,,10.7524,99.3347
150,Khuan Hin Mui,31,รฟท,สถานีรถไฟควนหินมุ้ย,Khuan Hin Mui,train,3,ชุมพร,,4201,ธนบุรี - สุไหงโกลก,นาขา,หลังสวน,south,,10.0098935,99.0912269
140,Chumphon Railway Station,32,รฟท,สถานีรถไฟชุมพร,Chumphon,train,1,ชุมพร,1,4186,ธนบุรี - สุไหงโกลก,ท่าตะเภา,เมืองชุมพร,south,,10.502997,99.175949
149,Tha Thong,33,รฟท,สถานีรถไฟท่าทอง,Tha Thong,train,ที่หยุดรถ,ชุมพร,,4200,ธนบุรี - สุไหงโกลก,ตะโก,ทุ่งตะโก,south,,10.0436506,99.0929176
142,Thung Kha,34,รฟท,สถานีรถไฟทุ่งคา,Thung Kha,train,3,ชุมพร,,4189,ธนบุรี - สุไหงโกลก,ทุ่งคา,เมืองชุมพร,south,,10.4025,99.1377
139,Na Cha-ang,35,รฟท,สถานีรถไฟนาชะอัง,Na Cha-ang,train,3,ชุมพร,,4184,ธนบุรี - สุไหงโกลก,นาชะอัง,เมืองชุมพร,south,,10.5367,99.2084
144,Ban Khron,36,รฟท,สถานีรถไฟบ้านครน,Ban Khron,train,ที่หยุดรถ,ชุมพร,,4192,ธนบุรี - สุไหงโกลก,ครน,สวี,south,,10.28331,99.0952962
136,Ban Khok Ma,37,รฟท,สถานีรถไฟบ้านคอกม้า,Ban Khok Ma,train,3,ชุมพร,,4181,ธนบุรี - สุไหงโกลก,บางสน,ปะทิว,south,,10.6525679,99.2740705
155,Ban Duat,38,รฟท,สถานีรถไฟบ้านดวด,Ban Duat,train,3,ชุมพร,,4210,ธนบุรี - สุไหงโกลก,สวนแตง,ละแม,south,,9.7186172,99.123792
133,Ban Sap Somboon,39,รฟท,สถานีรถไฟบ้านทรัพย์สมบูรณ์,Ban Sap Sombun,train,ที่หยุดรถ,ชุมพร,,4177,ธนบุรี - สุไหงโกลก,ชุมโค,ปะทิว,south,,10.8078924,99.348142
135,Pathiu Station,40,รฟท,สถานีรถไฟปะทิว,Pathio,train,1,ชุมพร,0,4179,ธนบุรี - สุไหงโกลก,ชุมโค,ปะทิว,south,,10.7112273,99.3162243
148,Pak Tako,41,รฟท,สถานีรถไฟปากตะโก,Pak Tako,train,2,ชุมพร,0,4199,ธนบุรี - สุไหงโกลก,ทุ่งตะไคร,ทุ่งตะโก,south,,10.0919101,99.102353
132,Map Amarit,42,รฟท,สถานีรถไฟมาบอำมฤต,Map Ammarit,train,2,ชุมพร,0,4175,ธนบุรี - สุไหงโกลก,ดอนยาง,ปะทิว,south,,10.867844,99.3432124
154,Lamae,43,รฟท,สถานีรถไฟละแม,Lamae,train,2,ชุมพร,0,4208,ธนบุรี - สุไหงโกลก,ละแม,ละแม,south,,9.7747602,99.1078519
143,Wisai,44,รฟท,สถานีรถไฟวิสัย,Wisai,train,3,ชุมพร,,4191,ธนบุรี - สุไหงโกลก,วิสัยเหนือ,เมืองชุมพร,south,,10.3281558,99.1117071
145,Sawi railway Station,45,รฟท,สถานีรถไฟสวี,Sawi,train,1,ชุมพร,0,4194,ธนบุรี - สุไหงโกลก,นาโพธิ์,สวี,south,,10.2363,99.1048
137,สถานีรถไฟสะพลี,46,รฟท,สถานีรถไฟสะพลี,Saphli,train,3,ชุมพร,,4182,ธนบุรี - สุไหงโกลก,สะพลี,ปะทิว,south,,10.6095689,99.2390009
141,สถานีรถไฟแสงแดด,47,รฟท,สถานีรถไฟแสงแดด,Saeng Daet,train,3,ชุมพร,,4187,ธนบุรี - สุไหงโกลก,ตากแดด,เมืองชุมพร,south,,10.4737252,99.1551446
138,Nong Nian,48,รฟท,สถานีรถไฟหนองเนียน,Nong Nian,train,ที่หยุดรถ,ชุมพร,,4183,ธนบุรี - สุไหงโกลก,นาชะอัง,เมืองชุมพร,south,,10.5566744,99.2148176
151,Lang Suan,49,รฟท,สถานีรถไฟหลังสวน,Lang Suan,train,1,ชุมพร,0,4203,ธนบุรี - สุไหงโกลก,หลังสวน,หลังสวน,south,,9.9492353,99.0764782
153,Hua Mat,50,รฟท,สถานีรถไฟหัวมาด,Hua Mat,train,ที่หยุดรถ,ชุมพร,,4206,ธนบุรี - สุไหงโกลก,ทุ่งหลวง,ละแม,south,,9.8324414,99.0841085
6,Trang Airport,51,Department of Airports,ท่าอากาศตรัง,Trang Airport,airport,1,ตรัง,1,TST,,,,south,,7.511479,99.61532
17,Trang Bus Terminal,52,,สถานีขนส่งตรัง,,bus,2,ตรัง,1,B003,,,,south,,7.5667802,99.6278764
70,ท่าเทียบเรือปากเมง,53,,ท่าเทียบเรือปากเมง,,ferry,2,ตรัง,1,p019,,,,south,,7.507745,99.31208
83,Kantang Pier Office,54,,ท่าเรือกันตัง,,ferry,2,ตรัง,0,p020,,,,south,,7.4101903,99.5088698
82,Ko Sukon,55,,ท่าเรือเกาะสุกร,,ferry,1,ตรัง,0,p021,,,,south,,7.0985107,99.5812575
69,Khuan Tung Ku Pier,56,,ท่าเรือควนดุ้งกู้,,ferry,2,ตรัง,0,p022,,,,south,,7.390563,99.351099
130,Kantang,57,รฟท,สถานีรถไฟกันตัง,KANTANG,train,1,ตรัง,0,4294,ทุ่งสง - กันตัง,กันตัง,กันตัง,south,,7.4108137,99.5146464
129,Trang,58,รฟท,สถานีรถไฟตรัง,Trang,train,1,ตรัง,1,4289,ทุ่งสง - กันตัง,ทับเที่ยง,เมืองตรัง,south,,7.55448,99.6046
128,Huai Yot,59,รฟท,สถานีรถไฟห้วยยอด,Huai Yot,train,2,ตรัง,0,4281,ทุ่งสง - กันตัง,ห้วยยอด,ห้วยยอด,south,,7.7860608,99.6380614
3,Nakhon Si Thammarat Airport,60,Department of Airports,ท่าอากาศยานนครศรีธรรมราช,Nakhon Si Thammarat Airport,airport,1,นครศรีธรรมราช,1,NST,,,,south,,8.540025,99.9399875
49,จุดจอดรถปรับอากาศปากพนัง-กรุงเทพฯ,61,,จุดจอดรถปรับอากาศปากพนัง-กรุงเทพฯ,,bus,1,นครศรีธรรมราช,0,B004,,,,south,,8.336356,100.201371
28,Bus passengers Thungsong,62,,สถานีขนส่งทุ่งสง,,bus,1,นครศรีธรรมราช,0,B005,,,,south,,8.1548295,99.671107
18,Nakhon Si Thammarat Bus Station,63,,สถานีขนส่งผู้โดยสารจังหวัดนครศรีธรรมราช,,bus,2,นครศรีธรรมราช,1,B006,,,,south,,8.4352857,99.9522837
29,สถานีขนส่งย่อย เทศบาลเมืองทุ่งสง,64,,สถานีขนส่งย่อยทุ่งสง,,bus,1,นครศรีธรรมราช,0,B007,,,,south,,8.1660842,99.6786111
181,Krabiat,65,รฟท,สถานีรถไฟกระเบียด,Krabiat,train,3,นครศรีธรรมราช,,4259,ธนบุรี - สุไหงโกลก,กะเปียด,ฉวาง,south,,8.5251991,99.4732123
127,Kapang,66,รฟท,สถานีรถไฟกะปาง,Kapang,train,ที่หยุดรถ,นครศรีธรรมราช,,4275,ทุ่งสง - กันตัง,ควนเมา,รัษฎา,south,,7.968335,99.6338159
185,Mamuang Son Ton,67,รฟท,สถานีรถไฟคลองกุย,Khlong Kui,train,ที่หยุดรถ,นครศรีธรรมราช,,4267,ธนบุรี - สุไหงโกลก,นาบอน,นาบอน,south,,8.39602,99.9457
188,Khlong Chang,68,รฟท,สถานีรถไฟคลองจัง,Khlong Chang,train,3,นครศรีธรรมราช,,4269,ธนบุรี - สุไหงโกลก,นาบอน,นาบอน,south,,8.2409075,99.6217464
184,Chawang,69,รฟท,สถานีรถไฟคลองจันดี,Khlong Chan Di,train,1,นครศรีธรรมราช,0,4264,ธนบุรี - สุไหงโกลก,จันดี,ฉวาง,south,,8.42065,99.5084
195,Khuan Nong Khwa,70,รฟท,สถานีรถไฟควนหนองคว้า,Khuan Nong Khwa,train,3,นครศรีธรรมราช,,4310,ธนบุรี - สุไหงโกลก,ควนหนองคว้า,จุฬาภรณ์,south,,8.10427,99.937
111,Khok Khram,71,รฟท,สถานีรถไฟโคกคราม,Khok Khram,train,3,นครศรีธรรมราช,,4303,ชุมทางเขาชุมทอง - นครศรีธรรมราช,เสาธง,ร่อนพิบูลย์,south,,8.2497283,99.9426296
183,Nakhon Si Thammarat,72,รฟท,สถานีรถไฟฉวาง,Chawang,train,2,นครศรีธรรมราช,0,4262,ธนบุรี - สุไหงโกลก,ฉวาง,ฉวาง,south,,8.440266,99.959737
192,Chong Khao,73,รฟท,สถานีรถไฟช่องเขา,Chong Khao,train,3,นครศรีธรรมราช,,4297,ธนบุรี - สุไหงโกลก,ร่อนพิบูลย์,ร่อนพิบูลย์,south,,8.14235,99.7691
198,Chauat Station,74,รฟท,สถานีรถไฟชะอวด,Cha-uat,train,2,นครศรีธรรมราช,0,4315,ธนบุรี - สุไหงโกลก,ชะอวด,ชะอวด,south,,7.9671273,99.9975993
108,Khao Chum Thong Junction,75,รฟท,สถานีรถไฟชุมทางเขาชุมทอง,KHAO CHUM THONG JUNCTION,train,3,นครศรีธรรมราช,,4300,ชุมทางเขาชุมทอง - นครศรีธรรมราช,ควนเกย,ร่อนพิบูลย์,south,,8.1479203,99.8821356
194,Khao Chum Thong Junction,76,รฟท,สถานีรถไฟชุมทางเขาชุมทอง,Khao Chum Thong Junction,train,3,นครศรีธรรมราช,,4300,ธนบุรี - สุไหงโกลก,ควนเกย,ร่อนพิบูลย์,south,,8.1479203,99.8821356
190,Thung Song Junction,77,รฟท,สถานีรถไฟชุมทางทุ่งสง,Thung Song Junction,train,1,นครศรีธรรมราช,1,4270,ธนบุรี - สุไหงโกลก,ปากแพรก,ทุ่งสง,south,,8.170674,99.679337
182,Thanpho Station,78,รฟท,สถานีรถไฟทานพอ,Tranpho,train,2,นครศรีธรรมราช,0,4261,ธนบุรี - สุไหงโกลก,ไม้เรียง,ฉวาง,south,,8.4671538,99.4917713
126,Thi Wang,79,รฟท,สถานีรถไฟที่วัง,Thi Wang,train,3,นครศรีธรรมราช,,4272,ทุ่งสง - กันตัง,ที่วัง,ทุ่งสง,south,,8.09784,99.668
116,Nakhon Si Thammarat,80,รฟท,สถานีรถไฟนครศรีธรรมราช,NAKHON SI THAMMARAT,train,1,นครศรีธรรมราช,0,4308,ชุมทางเขาชุมทอง - นครศรีธรรมราช,ท่าวัง,เมืองนครศรีธรรมราช,south,,8.440266,99.959737
187,Na Bon,81,รฟท,สถานีรถไฟนาบอน,Na Bon,train,2,นครศรีธรรมราช,0,4268,ธนบุรี - สุไหงโกลก,นาบอน,นาบอน,south,,8.2659654,99.5960676
109,Ban Koei Chen,82,รฟท,สถานีรถไฟบ้านเกยเชน,Ban Koei Chen,train,ที่หยุดรถ,นครศรีธรรมราช,,4301,ชุมทางเขาชุมทอง - นครศรีธรรมราช,ร่อนพิบูลย์,ร่อนพิบูลย์,south,,8.1868734,99.8989001
189,Ban Ko Pring,83,รฟท,สถานีรถไฟบ้านเกาะปริง,Ban Ko Pring,train,ที่หยุดรถ,นครศรีธรรมราช,,4433,ธนบุรี - สุไหงโกลก,หนองหงส์,ทุ่งสง,south,,8.213286,99.644959
202,Ban Khon Hat,84,รฟท,สถานีรถไฟบ้านขอนหาด,Ban Khon Hat,train,3,นครศรีธรรมราช,,4318,ธนบุรี - สุไหงโกลก,ขอดหาด,ชะอวด,south,,7.85516,100.029
201,Ban Trok Kea,85,รฟท,สถานีรถไฟบ้านตรอกแค,Ban Trok Kea,train,ป้ายหยุดรถ,นครศรีธรรมราช,,4435,ธนบุรี - สุไหงโกลก,ขอดหาด,ชะอวด,south,,7.8730642,100.0210967
196,Ban Tun,86,รฟท,สถานีรถไฟบ้านตูล,Ban Tun,train,3,นครศรีธรรมราช,,4311,ธนบุรี - สุไหงโกลก,บ้านตูล,ชะอวด,south,,8.06102,99.9612
113,Ban Tha Chang,87,รฟท,สถานีรถไฟบ้านท่าช้าง,Ban Tha Chang,train,ที่หยุดรถ,นครศรีธรรมราช,,4305,ชุมทางเขาชุมทอง - นครศรีธรรมราช,นาพรุ,พระพรหม,south,,8.337207,99.9411629
197,บ้านทุ่งค่าย,88,รฟท,สถานีรถไฟบ้านทุ่งค่าย,ฺBan Tung khaj,train,ที่หยุดรถ,นครศรีธรรมราช,,4313,ธนบุรี - สุไหงโกลก,ชะอวด,ชะอวด,south,,8.0142613,99.9772283
110,Ban Thung Lo,89,รฟท,สถานีรถไฟบ้านทุ่งหล่อ,Ban Thung Lo,train,3,นครศรีธรรมราช,,4302,ชุมทางเขาชุมทอง - นครศรีธรรมราช,ทางพูน,เฉลิมพระเกียรติ,south,,8.2222194,99.921551
200,Ban Nang Long,90,รฟท,สถานีรถไฟบ้านนางหลง,Ban Nang Long,train,3,นครศรีธรรมราช,,4317,ธนบุรี - สุไหงโกลก,นางหลง,ชะอวด,south,,7.90158,100.012
112,Ban Huai Yoong,91,รฟท,สถานีรถไฟบ้านห้วยยูง,Ban Huai Yoong,train,ป้ายหยุดรถ,นครศรีธรรมราช,,4304,ชุมทางเขาชุมทอง - นครศรีธรรมราช,ท้ายสำเภา,พระพรหม,south,,8.2821501,99.9431377
115,Mamuang Son Ton,92,รฟท,สถานีรถไฟมะม่วงสองต้น,Mamuang Son Ton,train,ที่หยุดรถ,นครศรีธรรมราช,,4307,ชุมทางเขาชุมทอง - นครศรีธรรมราช,มะม่วงสองต้น,เมืองนครศรีธรรมราช,south,,8.39602,99.9457
193,Ron Phibun,93,รฟท,สถานีรถไฟร่อนพิบูลย์,Ron Phibun,train,2,นครศรีธรรมราช,0,4299,ธนบุรี - สุไหงโกลก,ร่อนพิบูลย์,ร่อนพิบูลย์,south,,8.1541953,99.8407019
114,Wang Wua,94,รฟท,สถานีรถไฟวังวัว,Wang Wua,train,ที่หยุดรถ,นครศรีธรรมราช,,4306,ชุมทางเขาชุมทอง - นครศรีธรรมราช,นาสาร,พระพรหม,south,,8.35605,99.9403
191,Sai Yai,95,รฟท,สถานีรถไฟใสใหญ่,Sai Yai,train,3,นครศรีธรรมราช,,4295,ธนบุรี - สุไหงโกลก,ถ้ำใหญ่,ทุ่งสง,south,,8.1603919,99.7214778
199,Nong Jik,96,รฟท,สถานีรถไฟหนองจิก,Nong Jik,train,ป้ายหยุดรถ,นครศรีธรรมราช,,4316,ธนบุรี - สุไหงโกลก,นางหลง,ชะอวด,south,,7.9207266,100.0076949
186,Khlong Chan Di,97,รฟท,สถานีรถไฟหลักช้าง,Lak Chang,train,3,นครศรีธรรมราช,,4266,ธนบุรี - สุไหงโกลก,หลกช้าง,ช้างกลาง,south,,8.382,99.54
180,Huai Prik,98,รฟท,สถานีรถไฟห้วยปริก,Huai Prik,train,3,นครศรีธรรมราช,,4258,ธนบุรี - สุไหงโกลก,ห้วยปริก,ฉวาง,south,,8.56871,99.4566
9,Narathiwat Airport,99,Department of Airports,ท่าอากาศยานนราธิวาส,Narathiwat Airport,airport,1,นราธิวาส,1,NAW,,,,south,,6.5231381,101.7487246
35,Bus station in Narathiwat,100,,สถานีขนส่งนราธิวาส,,bus,2,นราธิวาส,1,B008,,,,south,,6.4108938,101.8261222
13,Sungai Kolok District Bus Terminal,101,,สถานีขนส่งสุไหงโกลก,,bus,1,นราธิวาส,0,B009,,,,south,,6.0219679,101.9500183
25,Sungai Kolok District Bus Terminal,102,,สถานีขนส่งสุไหงโกลก,,bus,1,นราธิวาส,0,B010,,,,south,,6.0219679,101.9500183
92,ท่าเทียบเรือประมงนราธิวาส,103,,ท่าเทียบเรือประมงนราธิวาส,,harbor,0,นราธิวาส,,p064,,,,south,,6.4244849,101.8342364
249,กะแด๊ะ,104,รฟท,สถานีรถไฟกะแด๊ะ,Kadae,train,ที่หยุดรถ,นราธิวาส,,4417,ธนบุรี - สุไหงโกลก,เฉลิม,ระแงะ,south,,6.3123907,101.6727935
257,Khok Saya,105,รฟท,สถานีรถไฟโคกสยา,Khok Saya,train,ที่หยุดรถ,นราธิวาส,,4430,ธนบุรี - สุไหงโกลก,ปะลุรู,สุไหงปาดี,south,,6.0334688,101.9173231
252,Cho Ai Rang,106,รฟท,สถานีรถไฟเจาะไอร้อง,Cho Ai Rang,train,2,นราธิวาส,0,4423,ธนบุรี - สุไหงโกลก,จวบ,เจาะไอร้อง,south,,6.23587,101.801
250,Tan Yong Mat,107,รฟท,สถานีรถไฟตันหยงมัส,Tanyong Mat,train,1,นราธิวาส,0,4419,ธนบุรี - สุไหงโกลก,ตันหยงมัส,ระแงะ,south,,6.2925184,101.7138425
255,To Deng,108,รฟท,สถานีรถไฟโต๊ะเด็ง,To Deng,train,3,นราธิวาส,,4427,ธนบุรี - สุไหงโกลก,โต๊ะเด็ง,สุไหงปาดี,south,,6.1190828,101.8583327
246,Ban Salo Bukit Yuaerae,109,รฟท,สถานีรถไฟบ้านสะโลว์บูกิ๊ตยือแร,Ban Salo Bukit Yuaerae,train,ที่หยุดรถ,นราธิวาส,,4412,ธนบุรี - สุไหงโกลก,รือเสาะ,รือเสาะ,south,,6.3607057,101.5385688
253,Bukit,110,รฟท,สถานีรถไฟบูกิต,Bukit,train,3,นราธิวาส,,4424,ธนบุรี - สุไหงโกลก,บูกิต,เจาะไอร้อง,south,,6.19828,101.819
251,Pa Phai,111,รฟท,สถานีรถไฟป่าไผ่,Pa Phai,train,3,นราธิวาส,,4421,ธนบุรี - สุไหงโกลก,ตันหยงลิมอ,ระแงะ,south,,6.26726,101.76
248,Marubo,112,รฟท,สถานีรถไฟมะรือโบ,Marubo,train,2,นราธิวาส,0,4416,ธนบุรี - สุไหงโกลก,มะรือโบตก,ระแงะ,south,,6.33481,101.639
245,Rueso Station,113,รฟท,สถานีรถไฟรือเสาะ,Ruso,train,2,นราธิวาส,0,4411,ธนบุรี - สุไหงโกลก,รือเสาะ,รือเสาะ,south,,6.3939614,101.5152554
247,Lalo,114,รฟท,สถานีรถไฟลาโละ,Lalo,train,3,นราธิวาส,,4414,ธนบุรี - สุไหงโกลก,ลาโละ,รือเสาะ,south,,6.35539,101.579
258,Sungai Kolok,115,รฟท,สถานีรถไฟสุไหงโก-ลก,SU-NGAI KOLOK,train,1,นราธิวาส,1,4432,ธนบุรี - สุไหงโกลก,สุไหงโก-ลก,สุไหงโก-ลก,south,,6.02571,101.963
256,Sungai Padi,116,รฟท,สถานีรถไฟสุไหงปาดี,Sungai Padi,train,1,นราธิวาส,0,4428,ธนบุรี - สุไหงโกลก,ปะลุรู,สุไหงปาดี,south,,6.08589,101.881
254,Ai Satia,117,รฟท,สถานีรถไฟไอสะเตีย,Ai Satia,train,ที่หยุดรถ,นราธิวาส,,4425,ธนบุรี - สุไหงโกลก,บูกิต,เจาะไอร้อง,south,,6.16647,101.832
12,Pattani Airport,118,Department of Airports,ท่าอากาศยานปัตตานี,Pattani Airport,airport,1,ปัตตานี,1,PAN,,,,south,,6.785028,101.147916
19,Pattani Provincial Transport Station,119,,สถานีขนส่งปัตตานี,,bus,2,ปัตตานี,1,B011,,,,south,,6.8623389,101.2696499
,,120,,ท่าเทียบเรือหลักเมือง,,ferry,1,ปัตตานี,1,p023,,,,south,,,
90,Na Thap,121,,ท่าเรือนาทับ,,ferry,1,ปัตตานี,0,p024,,,,south,,7.0148682,100.6976492
91,ท่าเทียบเรือประมงปัตตานี,122,,ท่าเรือปัตตานี,,harbor,0,ปัตตานี,,p065,ท่าเรือประมง,,,south,,6.8783203,101.2693842
238,Khlong Sai,123,รฟท,สถานีรถไฟคลองทราย,Khlong Sai,train,3,ปัตตานี,,4399,ธนบุรี - สุไหงโกลก,แม่ลาน,แม่ลาน,south,,6.64462,101.218
235,Na Pradu,124,รฟท,สถานีรถไฟนาประดู่,Na Pradu,train,2,ปัตตานี,0,4397,ธนบุรี - สุไหงโกลก,นาประดู่,โคกโพธิ์,south,,6.6830327,101.1433103
233,Ban Nikhom,125,รฟท,สถานีรถไฟบ้านนิคม,Ban Nikhom,train,ที่หยุดรถ,ปัตตานี,,4394,ธนบุรี - สุไหงโกลก,โคกโพธิ์,โคกโพธิ์,south,,6.7602421,101.0499944
234,Pattani,126,รฟท,สถานีรถไฟปัตตานี (โคกโพธิ์),Pattani (Khok Pho),train,1,ปัตตานี,1,4395,ธนบุรี - สุไหงโกลก,โคกโพธิ์,โคกโพธิ์,south,,6.72947,101.094
237,Pa Rai,127,รฟท,สถานีรถไฟป่าไร่,Pa Rai,train,ที่หยุดรถ,ปัตตานี,,4398,ธนบุรี - สุไหงโกลก,ทุ่งพลา,โคกโพธิ์,south,,6.659706,101.186225
236,Buddhas,128,รฟท,สถานีรถไฟวัดช้างไห้,Wat Chang Hai,train,ป้ายหยุดรถ,ปัตตานี,,4437,ธนบุรี - สุไหงโกลก,ควนโนรี,โคกโพธิ์,south,,6.66738,101.17
20,Bus Terminal Khokkloy,129,,สถานีขนส่งโคกลอย,,bus,1,พังงา,0,B012,,,,south,,8.2464729,98.2982183
,,130,,สถานีขนส่งผู้โดยสารจังหวัดพังงา,,bus,1,พังงา,1,B013,,,,,,8.432091,98.522783
30,สถานีเดินรถตะกั่วป่า,131,,สถานีขนส่งตะกั่วป่า,,bus,1,พังงา,0,B014,,,,south,,8.8708721,98.3508066
86,ท่าเทียบเรือ บ้านแหลมใหญ่,132,,ท่าเทียบเรือ บ้านแหลมใหญ่,,ferry,3,พังงา,,p025,,,,south,,7.9931699,98.5710163
61,Klong Hia Pier,133,,ท่าเรือคลองเหีย,,ferry,3,พังงา,,p026,,,,south,,8.0848879,98.5638165
60,ท่าเรือคุระบุรี,134,,ท่าเรือคุระบุรี,,ferry,2,พังงา,0,p027,พังงา - เกาะสุรินทร์,,,south,,9.2267674,98.3736845
63,ท่าเรือช่องหลาด,135,,ท่าเรือช่องหลาด,,ferry,3,พังงา,,p028,,,,south,,8.0792549,98.586195
65,ท่าเรือด่านศุลกากรพังงา ( Harbor Phang-nga Bay),136,,ท่าเรือด่านศุลกากรพังงา,,ferry,2,พังงา,1,p029,,,,south,,8.3963956,98.5146159
58,Thap Lamu Pier,137,,ท่าเรือทับละมุ,,ferry,2,พังงา,0,p030,,,,south,,8.5701299,98.2232435
62,Manoh Pier,138,,ท่าเรือท่ามะเนาะ,,ferry,3,พังงา,,p031,,,,south,,8.0934826,98.5873004
66,ท่าเรือบ้านท่าด่าน,139,,ท่าเรือบ้านท่าด่าน,,ferry,2,พังงา,0,p034,,,,south,,8.4033887,98.5119522
59,Love Andaman Pier,140,เอกชน,ท่าเรือเลิฟ อันดามัน,,ferry,1,พังงา,0,p032,,,,south,,8.569404,98.223845
87,Loh Jak Pier,141,,ท่าเรือโล๊ะจาก,,ferry,3,พังงา,,p033,,,,south,,7.9325311,98.573147
21,Phatthalung Transport Station,142,,สถานีขนส่งพัทลุง,,bus,2,พัทลุง,1,B015,,,,south,,7.6322079,100.0472619
213,Khao Chaison,143,รฟท,สถานีรถไฟเขาชัยสน,Khao Chaison,train,2,พัทลุง,0,4330,ธนบุรี - สุไหงโกลก,เขาชัยสน,เขาชัยสน,south,,7.4597904,100.1403008
216,Khuan Khiam,144,รฟท,สถานีรถไฟควนเคี่ยม,Khuan Khiam,train,3,พัทลุง,,4334,ธนบุรี - สุไหงโกลก,ฝาละมี,ปากพะยูน,south,,7.3473126,100.2310507
215,Khuan Phra,145,รฟท,สถานีรถไฟควนพระ,Khuan Phra,train,ที่หยุดรถ,พัทลุง,,4333,ธนบุรี - สุไหงโกลก,ฝาละมี,ปากพะยูน,south,,7.3762776,100.2014787
220,Khok Sai,146,รฟท,สถานีรถไฟโคกทราย,Khok Sai,train,3,พัทลุง,,4338,ธนบุรี - สุไหงโกลก,ดอนทราย,ปากพะยูน,south,,7.23788,100.312
207,Chai Buri,147,รฟท,สถานีรถไฟชัยบุรี,Chai Buri,train,ที่หยุดรถ,พัทลุง,,4324,ธนบุรี - สุไหงโกลก,ชัยบุรี,เมืองพัทลุง,south,,7.6695393,100.0805126
209,Na Pru,148,รฟท,สถานีรถไฟนาปรือ,Na Pru,train,ที่หยุดรถ,พัทลุง,,4326,ธนบุรี - สุไหงโกลก,ควนมะพร้าว,เมืองพัทลุง,south,,7.5941217,100.0933182
214,Bang Kaeo,149,รฟท,สถานีรถไฟบางแก้ว,Bang Kaeo,train,2,พัทลุง,0,4331,ธนบุรี - สุไหงโกลก,ท่ามะเดื่อ,บางแก้ว,south,,7.42203,100.167
210,Ban Khai Thai,150,รฟท,สถานีรถไฟบ้านค่ายไทย,Ban Khai Thai,train,ป้ายหยุดรถ,พัทลุง,,4327,ธนบุรี - สุไหงโกลก,ตำนาน,เมืองพัทลุง,south,,7.5580875,100.1025517
211,Ban Ton Don,151,รฟท,สถานีรถไฟบ้านต้นโดน,Ban Ton Don,train,3,พัทลุง,,4328,ธนบุรี - สุไหงโกลก,หานโพธิ์,เขาชัยสน,south,,7.53114,100.11
206,Ban Makok Tai,152,รฟท,สถานีรถไฟบ้านมะกอกใต้,Ban Makok Tai,train,ที่หยุดรถ,พัทลุง,,4323,ธนบุรี - สุไหงโกลก,มะกอกเหนือ,ควนขนุน,south,,7.7126088,100.0782457
204,Ban Suntara,153,รฟท,สถานีรถไฟบ้านสุนทรา,Ban Suntara,train,ที่หยุดรถ,พัทลุง,,4320,ธนบุรี - สุไหงโกลก,ปันแต,ควนขนุน,south,,7.7857797,100.0602412
212,Ban Huai Tan,154,รฟท,สถานีรถไฟบ้านห้วยแตน,Ban Huai Tan,train,ป้ายหยุดรถ,พัทลุง,,4329,ธนบุรี - สุไหงโกลก,หานโพธิ์,เขาชัยสน,south,,7.5050616,100.1163954
205,Pak Khlong,155,รฟท,สถานีรถไฟปากคลอง,Pak Khlong,train,2,พัทลุง,0,4321,ธนบุรี - สุไหงโกลก,มะกอกเหนือ,ควนขนุน,south,,7.737112,100.0768314
208,Phatthalung,156,รฟท,สถานีรถไฟพัทลุง,Phattalung,train,1,พัทลุง,1,4325,ธนบุรี - สุไหงโกลก,คูหาสวรรค์,เมืองพัทลุง,south,,7.620982,100.0856112
219,Wat Khuan Phayer,157,รฟท,สถานีรถไฟวัดควนเผยอ,Wat Khuan Phayoe,train,ป้ายหยุดรถ,พัทลุง,,4337,ธนบุรี - สุไหงโกลก,ดอนประดู่,ปากพะยูน,south,,7.2593468,100.2995857
217,Han Kong,158,รฟท,สถานีรถไฟหารกง,Han Kong,train,ป้ายหยุดรถ,พัทลุง,,4335,ธนบุรี - สุไหงโกลก,ฝาละมี,ปากพะยูน,south,,7.3153362,100.2524053
218,Hanthao,159,รฟท,สถานีรถไฟหารเทา,Hanthao,train,2,พัทลุง,0,4336,ธนบุรี - สุไหงโกลก,หารเทา,ปากพะยูน,south,,7.2932913,100.2721259
203,Laem Tanot,160,รฟท,สถานีรถไฟแหลมโตนด,Laem Tanot,train,3,พัทลุง,,4319,ธนบุรี - สุไหงโกลก,แหลมโตนด,ควนขนุน,south,,7.81333,100.047
4,Phuket International Airport,161,AOT,ท่าอากาศยานนานาชาติภูเก็ต,Phuket International Airport,airport,2,ภูเก็ต,1,HKT,,,,south,,8.1110951,98.3064646
